"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-640 0.115177271481484 3 72 "GO:0006576;GO:0044106;GO:0009308" "amine metabolic process" 0.394929323476061
692 0.26236680323477 3 31 "GO:0006577" "amino-acid betaine metabolic process" 0.585498209430525
1424 0.135179110311451 4 13 "GO:0006578" "amino-acid betaine biosynthetic process" 0.426958455550082
536 0.605089226687385 3 11 "GO:0006579" "amino-acid betaine catabolic process" 0.845404394717822
404 0.617893036875588 4 18 "GO:0006582" "melanin metabolic process" 0.851333400591288
108 0.91017687679508 5 13 "GO:0006595" "polyamine metabolic process" 0.974096761137462
974 0.453108199809822 4 7 "GO:0006596" "polyamine biosynthetic process" 0.744668526455397
-121 0.937258308146512 2 5 "GO:0006598" "polyamine catabolic process" 0.982386952235959
743 0.00892762108232892 2 148 "GO:0006605" "protein targeting" 0.0979079660987287
1049 0.0156802729117678 4 63 "GO:0006606;GO:0051170" "import into nucleus" 0.135199433408947
261 0.761724959974978 5 16 "GO:0006607" "NLS-bearing protein import into nucleus" 0.912994453992107
2052 0.0732194234989502 7 9 "GO:0006610" "ribosomal protein import into nucleus" 0.304543816930053
1473 0.015389440737033 3 32 "GO:0006611" "protein export from nucleus" 0.135171135503345
1766 0.000666085416194637 2 44 "GO:0006612" "protein targeting to membrane" 0.0181922172920212
3856 0.00010182607649798 4 12 "GO:0006613;GO:0006614" "cotranslational protein targeting to membrane" 0.0045821734424091
-270 0.803515901184353 2 10 "GO:0006620" "posttranslational protein targeting to endoplasmic reticulum membrane" 0.930247323103545
2830 0.01983848740858 2 8 "GO:0006621;GO:0035437" "maintenance of protein localization in endoplasmic reticulum" 0.151188472589581
-380 0.620848013188519 5 20 "GO:0006622" "protein targeting to lysosome" 0.852515798406205
418 0.355230080117521 3 58 "GO:0006623;GO:0072666" "establishment of protein localization to vacuole" 0.675437476279793
391 0.513832379024699 2 33 "GO:0006625;GO:0043574;GO:0072663;GO:0072662;GO:0007031" "peroxisome organization" 0.786121149371644
2237 0.0656435886366285 3 8 "GO:0006626" "protein targeting to mitochondrion" 0.28719070028525
3639 0.00948820888580815 2 6 "GO:0006627" "protein processing involved in protein targeting to mitochondrion" 0.100153981799622
-109 0.644598057033863 2 216 "GO:0006631" "fatty acid metabolic process" 0.866247388932026
-962 0.0170502916762389 2 73 "GO:0006633" "fatty acid biosynthetic process" 0.141090417110733
1024 0.0192618052454738 3 62 "GO:0006635;GO:0019395;GO:0034440" "lipid oxidation" 0.14871687850064
-2570 0.00151492499892071 2 18 "GO:0006636" "unsaturated fatty acid biosynthetic process" 0.0286320824796014
-673 0.154693195419671 3 53 "GO:0006637;GO:0035383" "acyl-CoA metabolic process" 0.456258020198468
-529 0.238196964657825 4 59 "GO:0006638;GO:0006639" "neutral lipid metabolic process" 0.559106139099962
-965 0.0797415880710619 3 39 "GO:0006641" "triglyceride metabolic process" 0.321209721769623
-1073 0.000997899432179412 4 112 "GO:0006643" "membrane lipid metabolic process" 0.0230003649612084
-1247 0.251107252586493 3 10 "GO:0006646" "phosphatidylethanolamine biosynthetic process" 0.574518523478463
-702 0.00114455761670589 3 259 "GO:0006650;GO:0006644;GO:0046486" "glycerolipid metabolic process" 0.0248074988024556
-762 0.375157387606762 5 16 "GO:0006654;GO:0046473" "phosphatidic acid biosynthetic process" 0.693241555120043
-818 0.451542950802932 4 10 "GO:0006656" "phosphatidylcholine biosynthetic process" 0.743912288195207
2002 0.06549128697957 3 10 "GO:0006658" "phosphatidylserine metabolic process" 0.286789926764104
228 0.623869925897983 3 55 "GO:0006661" "phosphatidylinositol biosynthetic process" 0.853935515604858
-816 0.300837305001357 3 19 "GO:0006662;GO:0018904;GO:0046485" "ether metabolic process" 0.623994088674253
-500 0.245400051640606 2 64 "GO:0006664;GO:1903509" "liposaccharide metabolic process" 0.566766954293793
-1554 4.96470396825098e-05 4 81 "GO:0006665" "sphingolipid metabolic process" 0.00279789333532888
-1683 0.00037152801552322 2 53 "GO:0006672" "ceramide metabolic process" 0.0118612829280217
-2179 0.00294914661698942 2 22 "GO:0006677" "glycosylceramide metabolic process" 0.0458378873857731
-3337 0.00213596929197569 5 10 "GO:0006678" "glucosylceramide metabolic process" 0.0371046136197983
-4187 0.00643543482764899 2 5 "GO:0006680" "glucosylceramide catabolic process" 0.07977781713515
-1139 0.294419413661583 3 10 "GO:0006681;GO:0019374" "galactosylceramide metabolic process" 0.61745749203328
-1549 0.118389916450794 2 12 "GO:0006684" "sphingomyelin metabolic process" 0.399280767473235
-1288 0.0342216977221283 2 32 "GO:0006687" "glycosphingolipid metabolic process" 0.198889940635985
-1102 0.336216357886754 5 9 "GO:0006688;GO:0006682;GO:0019375;GO:0046476" "glycosphingolipid biosynthetic process" 0.656034260213443
-193 0.668791391563214 3 58 "GO:0006690" "icosanoid metabolic process" 0.874146424657313
-346 0.621615336094615 7 24 "GO:0006691" "leukotriene metabolic process" 0.852578363729189
326 0.742184980128146 7 12 "GO:0006693;GO:0006692" "prostaglandin metabolic process" 0.905024219956358
188 0.664855229501317 2 63 "GO:0006694" "steroid biosynthetic process" 0.87280627804291
407 0.681610703441764 3 12 "GO:0006695" "cholesterol biosynthetic process" 0.882977785067122
188 0.843327456543274 6 13 "GO:0006699" "bile acid biosynthetic process" 0.950699293876501
-134 0.906764699778127 6 9 "GO:0006703" "estrogen biosynthetic process" 0.973118892041562
553 0.450651972979782 3 22 "GO:0006706" "steroid catabolic process" 0.743254992846157
76 0.936159511487994 5 13 "GO:0006707;GO:0016127" "cholesterol catabolic process" 0.982386952235959
-193 0.694564332475398 3 49 "GO:0006720" "isoprenoid metabolic process" 0.886760768012561
-282 0.632581761007311 5 34 "GO:0006721" "terpenoid metabolic process" 0.858153551754104
-1726 0.218580380809995 4 6 "GO:0006726;GO:0042441;GO:0043324;GO:0043474" "eye pigment metabolic process" 0.537839673596824
1905 0.174543878441538 4 6 "GO:0006729;GO:0046146" "tetrahydrobiopterin biosynthetic process" 0.481488526896043
131 0.842941480554733 3 27 "GO:0006730" "one-carbon metabolic process" 0.950699293876501
2766 0.0331905425681399 2 7 "GO:0006734" "NADH metabolic process" 0.197016725671433
924 0.170698086123072 2 26 "GO:0006739" "NADP metabolic process" 0.476832170153858
1116 0.180881934793203 4 17 "GO:0006744;GO:0006743;GO:1901663;GO:1901661" "quinone metabolic process" 0.489443427121423
-127 0.824582950784231 2 36 "GO:0006749" "glutathione metabolic process" 0.943360167899245
-233 0.792855396912975 2 15 "GO:0006750;GO:0019184" "nonribosomal peptide biosynthetic process" 0.926109463545803
-115 0.915981553964679 2 10 "GO:0006751" "glutathione catabolic process" 0.975867340547695
2622 0.000884536452873992 3 19 "GO:0006754" "ATP biosynthetic process" 0.0214336272680588
392 0.36663702757884 2 63 "GO:0006767;GO:0006766" "vitamin metabolic process" 0.687696882974693
1177 0.216803492386729 4 13 "GO:0006775" "fat-soluble vitamin metabolic process" 0.534932898969867
-1144 0.346604037482762 3 8 "GO:0006777;GO:0019720;GO:0043545;GO:0051189" "Mo-molybdopterin cofactor biosynthetic process" 0.666817620971519
1825 0.065848967700929 2 12 "GO:0006782;GO:0046501" "protoporphyrinogen IX metabolic process" 0.287222696891857
2355 0.00365926206047816 5 18 "GO:0006783" "heme biosynthetic process" 0.0530368504164396
-49 0.82455376001386 2 245 "GO:0006790" "sulfur compound metabolic process" 0.943360167899245
-149 0.175581010290884 2 1071 "GO:0006796;GO:0006793" "phosphorus metabolic process" 0.483180124417255
2114 0.00736170130921145 4 19 "GO:0006801" "superoxide metabolic process" 0.0878384815303639
-340 0.582605317823852 3 31 "GO:0006805" "xenobiotic metabolic process" 0.831916024997794
-169 0.882733722227376 2 9 "GO:0006809;GO:0046209" "nitric oxide metabolic process" 0.963482752950878
-2297 2.74816346802028e-11 2 100 "GO:0006813;GO:0071805" "potassium ion transport" 1.08208936553299e-08
-1781 1.74698185301191e-05 2 69 "GO:0006814" "sodium ion transport" 0.00113075195280565
-1309 1.21565478189922e-07 2 196 "GO:0006816;GO:0070838;GO:0072511" "divalent inorganic cation transport" 1.85289317563671e-05
1793 0.019704130753128 3 20 "GO:0006825" "copper ion transport" 0.150696268226607
-432 0.506537938349181 8 28 "GO:0006826" "iron ion transport" 0.780114654074276
361 0.674781790392473 3 16 "GO:0006828" "manganese ion transport" 0.879615094105242
-924 0.162828816560011 2 27 "GO:0006829" "zinc ion transport" 0.4665744642379
632 0.298372982696356 3 32 "GO:0006835" "dicarboxylic acid transport" 0.622159021730045
-938 0.0247078949144435 3 68 "GO:0006836" "neurotransmitter transport" 0.170883900295146
1617 9.68226499836513e-05 3 69 "GO:0006839" "mitochondrial transport" 0.00452957446705695
75 0.932777483066797 4 15 "GO:0006851" "mitochondrial calcium ion transmembrane transport" 0.981164816840058
-170 0.838504559133699 2 17 "GO:0006855" "drug transmembrane transport" 0.948511860643219
-1367 0.100999461708437 3 17 "GO:0006857" "oligopeptide transport" 0.364848972914652
-748 0.51364960887688 3 9 "GO:0006862" "nucleotide transport" 0.786121149371644
-1808 1.32613671726451e-06 2 85 "GO:0006865" "amino acid transport" 0.000133319063597336
-958 0.000108783631767118 2 196 "GO:0006869" "lipid transport" 0.00470031122147103
-823 9.0533422544553e-05 2 273 "GO:0006874;GO:0055074;GO:0072503;GO:0072507" "divalent inorganic cation homeostasis" 0.00427770421523013
-622 0.000901990192269056 2 346 "GO:0006875;GO:0055065" "metal ion homeostasis" 0.0216340287232045
834 0.492607103541269 2 8 "GO:0006878" "cellular copper ion homeostasis" 0.772813621780659
656 0.252346877315543 2 36 "GO:0006879" "cellular iron ion homeostasis" 0.576009176481131
-1911 0.0153804940683149 2 19 "GO:0006882;GO:0055069" "zinc ion homeostasis" 0.135171135503345
-3023 0.0128446416232146 2 8 "GO:0006883" "cellular sodium ion homeostasis" 0.121381863339378
153 0.858587941315719 2 16 "GO:0006884" "cell volume homeostasis" 0.957159993393429
942 3.05446297017937e-10 5 553 "GO:0006886" "intracellular protein transport" 9.02021095881095e-08
-462 0.0358508400832795 4 249 "GO:0006887" "exocytosis" 0.20360002330949
1815 3.44151884748606e-08 2 110 "GO:0006888" "endoplasmic reticulum to Golgi vesicle-mediated transport" 5.80756305513273e-06
1542 0.00170835715904509 2 49 "GO:0006890" "retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum" 0.0312867735522793
1299 0.0355095762561279 2 31 "GO:0006891" "intra-Golgi vesicle-mediated transport" 0.202879607509041
-274 0.370452556100137 5 127 "GO:0006892" "post-Golgi vesicle-mediated transport" 0.689129262824074
-276 0.521432698288712 2 64 "GO:0006893" "Golgi to plasma membrane transport" 0.789922891764721
-1081 0.0669790589168403 2 34 "GO:0006895" "Golgi to endosome transport" 0.289283412597871
1578 0.0663773973013806 2 16 "GO:0006896" "Golgi to vacuole transport" 0.288579768707485
-16 0.942678993082433 3 249 "GO:0006897" "endocytosis" 0.984292936569231
-2 0.995822653306591 5 96 "GO:0006898" "receptor-mediated endocytosis" 0.999967395578042
1853 0.018828895322913 2 19 "GO:0006900" "vesicle budding from membrane" 0.14827755066794
933 0.39047487723443 2 10 "GO:0006903" "vesicle targeting" 0.705272857390169
167 0.741917849991589 5 46 "GO:0006904;GO:0140029" "exocytic process" 0.905024219956358
92 0.813823824057877 6 77 "GO:0006906;GO:0090174" "organelle membrane fusion" 0.935600381672377
1203 0.225139893473285 5 12 "GO:0006907" "pinocytosis" 0.546933674375975
-570 0.288840597372246 4 41 "GO:0006909" "phagocytosis" 0.612743457916714
-513 0.654469496055312 2 9 "GO:0006910" "phagocytosis, recognition" 0.86828314765995
892 0.00141649601447012 4 153 "GO:0006913;GO:0051169" "nuclear transport" 0.0280268769312583
376 0.140079326701914 2 185 "GO:0006914;GO:0061919" "autophagy" 0.434871759964878
212 0.200475504465396 2 448 "GO:0006915;GO:0012501;GO:0008219" "cell death" 0.515249686189728
147 0.740859223485983 2 60 "GO:0006919" "activation of cysteine-type endopeptidase activity involved in apoptotic process" 0.905010714426171
-532 5.66088025638216e-06 2 931 "GO:0006928" "movement of cell or subcellular component" 0.000461166538127685
1878 0.10114145907617 3 9 "GO:0006930" "substrate-dependent cell migration, cell extension" 0.36489826865844
-261 0.4228012350982 2 112 "GO:0006935;GO:0042330" "taxis" 0.72518105329917
-1415 7.73072939398528e-06 4 119 "GO:0006936;GO:0003012" "muscle system process" 0.000569588913807752
-1612 9.18908618455804e-06 3 90 "GO:0006937" "regulation of muscle contraction" 0.000657826156387666
-1273 0.0225350356558553 2 38 "GO:0006939" "smooth muscle contraction" 0.161820734762791
-1656 0.00233326887590207 2 40 "GO:0006940" "regulation of smooth muscle contraction" 0.0392454780193576
-1503 0.00305707479242096 5 46 "GO:0006942" "regulation of striated muscle contraction" 0.0472048313535589
-422 0.602306089947093 4 18 "GO:0006953" "acute-phase response" 0.843547151459437
149 0.605112732896439 2 144 "GO:0006954" "inflammatory response" 0.845404394717822
646 0.000853134443257841 2 323 "GO:0006955" "immune response" 0.0211331374228422
3087 5.92790047905134e-05 2 20 "GO:0006956" "complement activation" 0.00314711570376602
3942 0.000286322744247727 3 10 "GO:0006957" "complement activation, alternative pathway" 0.00980344178674283
3822 0.000116845787950811 5 12 "GO:0006958" "complement activation, classical pathway" 0.00492943167917484
2064 0.000148931539067295 3 40 "GO:0006959" "humoral immune response" 0.00606639243183594
-677 0.602149031777005 2 7 "GO:0006968" "cellular defense response" 0.843547151459437
577 0.231316854422051 3 51 "GO:0006970" "response to osmotic stress" 0.55298217127911
2471 0.0170995702068433 2 11 "GO:0006971" "hypotonic response" 0.14114250012035
2042 0.0117419344813931 2 18 "GO:0006972" "hyperosmotic response" 0.11510506312154
354 0.015446157632826 3 582 "GO:0006974" "cellular response to DNA damage stimulus" 0.135171135503345
-934 0.236191413591335 6 19 "GO:0006975" "DNA damage induced protein phosphorylation" 0.556333214964635
357 0.668241390811216 5 17 "GO:0006977" "DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest" 0.874039271920047
-1074 0.444112503433676 2 6 "GO:0006978;GO:0042772" "DNA damage response, signal transduction resulting in transcription" 0.740187505722793
330 0.152509973600192 3 226 "GO:0006979" "response to oxidative stress" 0.453784398778909
958 0.430639850605028 4 8 "GO:0006984" "ER-nucleus signaling pathway" 0.728824190612325
1517 0.00183019408245156 4 50 "GO:0006986;GO:0035966" "response to topologically incorrect protein" 0.0332602578445524
1870 0.0711597014964888 2 11 "GO:0006995;GO:0043562" "cellular response to nitrogen starvation" 0.298858066754763
1285 0.0318606124888759 3 33 "GO:0006997" "nucleus organization" 0.193388836987428
1711 0.0402019177156061 5 17 "GO:0006998" "nuclear envelope organization" 0.2173387427989
1405 0.140646816872089 2 13 "GO:0006999" "nuclear pore organization" 0.434944448255149
2389 0.119948915213942 6 5 "GO:0007000" "nucleolus organization" 0.401508052931501
-1004 0.215112630282393 3 18 "GO:0007004;GO:0010833" "telomere maintenance via telomere lengthening" 0.532300317816355
180 0.470931099840526 5 192 "GO:0007005" "mitochondrion organization" 0.75917756627311
1676 0.00267846150090898 2 38 "GO:0007006" "mitochondrial membrane organization" 0.0429007816671015
-1941 3.99940276070798e-07 3 81 "GO:0007009" "plasma membrane organization" 5.1073454173906e-05
-241 0.0960563865269234 2 591 "GO:0007010" "cytoskeleton organization" 0.356813228254491
256 0.389270700574183 2 135 "GO:0007015" "actin filament organization" 0.704232078161512
-186 0.839871921953802 -1 14 "GO:0007016" "obsolete cytoskeletal anchoring at plasma membrane" 0.949376753883185
-286 0.0428709570521946 2 622 "GO:0007017" "microtubule-based process" 0.226077312579932
-348 0.066579825344494 3 338 "GO:0007018" "microtubule-based movement" 0.288579768707485
-127 0.916647589472734 3 8 "GO:0007019" "microtubule depolymerization" 0.975867340547695
-925 0.196956907203759 5 23 "GO:0007020" "microtubule nucleation" 0.510664825027656
4693 0.00225580151904934 2 5 "GO:0007021" "tubulin complex assembly" 0.0384789248285492
1130 0.462015832667624 3 5 "GO:0007023" "post-chaperonin tubulin folding pathway" 0.754364326814129
-1414 0.154223683917085 4 12 "GO:0007026;GO:0031114" "regulation of microtubule depolymerization" 0.455944610562913
1696 0.226650213581868 2 6 "GO:0007028" "cytoplasm organization" 0.548947184084666
1767 0.00760275114151379 3 27 "GO:0007029" "endoplasmic reticulum organization" 0.0898074978591316
769 0.0373833002558729 5 87 "GO:0007030" "Golgi organization" 0.209036797288757
14 0.981113166732767 2 33 "GO:0007032" "endosome organization" 0.995326178854084
249 0.475288258842797 3 98 "GO:0007033" "vacuole organization" 0.76333685351197
412 0.164417096238775 3 136 "GO:0007034" "vacuolar transport" 0.46761550043301
-980 0.154052599990213 3 25 "GO:0007035;GO:0051452;GO:0045851" "pH reduction" 0.455791192832659
-631 0.270861757790225 6 36 "GO:0007040;GO:0080171" "lytic vacuole organization" 0.593462926029646
44 0.904607861971242 2 88 "GO:0007041" "lysosomal transport" 0.972911218296234
-169 0.88258049209048 2 9 "GO:0007042" "lysosomal lumen acidification" 0.963482752950878
165 0.719949883687863 3 56 "GO:0007043" "cell-cell junction assembly" 0.89990124362941
-705 0.315011768696669 3 24 "GO:0007044;GO:0150115" "cell-substrate junction organization" 0.638263553641407
394 0.0155376842905635 2 464 "GO:0007049" "cell cycle" 0.135171135503345
399 0.3771156939144 3 58 "GO:0007050" "cell cycle arrest" 0.694686804579158
91 0.786156236588227 2 105 "GO:0007051" "spindle organization" 0.922420714645983
58 0.872914858248164 6 91 "GO:0007052;GO:1902850" "microtubule cytoskeleton organization involved in mitosis" 0.959431184155615
641 0.100389878641818 2 78 "GO:0007059" "chromosome segregation" 0.364014332680637
-84 0.901453703550487 4 26 "GO:0007062" "sister chromatid cohesion" 0.972911218296234
-287 0.676598871508084 2 25 "GO:0007063" "regulation of sister chromatid cohesion" 0.879967655611106
1136 0.349778385171407 2 8 "GO:0007064" "mitotic sister chromatid cohesion" 0.671012127460373
-31 0.966552517256272 7 21 "GO:0007076" "mitotic chromosome condensation" 0.992227310049345
1258 0.170751329502715 5 14 "GO:0007080" "mitotic metaphase plate congression" 0.476832170153858
1043 0.00873766120356217 2 75 "GO:0007088;GO:0051783" "regulation of nuclear division" 0.0971422333807794
818 0.0361172967950171 2 78 "GO:0007093" "mitotic cell cycle checkpoint" 0.204131850904851
1769 0.00485133108679438 2 30 "GO:0007094;GO:0045841;GO:0071173;GO:0071174;GO:0045839;GO:1902100;GO:2000816;GO:0051784;GO:0033048;GO:1905819;GO:0033046;GO:0051985;GO:0031577" "negative regulation of nuclear division" 0.0653063800145397
1935 0.136230664997807 2 7 "GO:0007096" "regulation of exit from mitosis" 0.428026426085182
-1402 0.0558216387186172 2 22 "GO:0007097;GO:0051647" "nucleus localization" 0.262706417276361
-245 0.660613830626984 2 38 "GO:0007098" "centrosome cycle" 0.871155064299173
249 0.706549961636063 2 27 "GO:0007099;GO:0098534" "centriole assembly" 0.892081140001548
-128 0.910842924789484 4 9 "GO:0007100" "mitotic centrosome separation" 0.974096761137462
-616 0.473316200640177 6 16 "GO:0007127;GO:0007141" "meiosis I" 0.762071573755208
-592 0.62607979751461 5 8 "GO:0007129" "homologous chromosome pairing at meiosis" 0.854978914235992
93 0.939309353838586 3 8 "GO:0007130;GO:0070193" "synaptonemal complex organization" 0.982998160993869
-1284 0.0733040659614496 8 23 "GO:0007131;GO:0140527;GO:0035825" "homologous recombination" 0.304597620771936
425 0.498238031798024 2 30 "GO:0007140" "male meiotic nuclear division" 0.776097785698579
-619 0.516402470709134 4 13 "GO:0007143" "female meiotic nuclear division" 0.786877898356272
-736 5.56395777898603e-06 2 468 "GO:0007154" "cell communication" 0.000461166538127685
-821 7.8013923314464e-10 2 704 "GO:0007155;GO:0022610" "biological adhesion" 2.04786548700468e-07
-1340 0.000596982807807875 3 78 "GO:0007157" "heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules" 0.0168906812388755
-590 0.303243117341227 4 36 "GO:0007158" "neuron cell-cell adhesion" 0.627300131147674
-708 0.425107723151369 2 15 "GO:0007159" "leukocyte cell-cell adhesion" 0.726386114470869
-1341 0.000750793475686238 4 75 "GO:0007160" "cell-matrix adhesion" 0.0197083287367637
-428 0.172901543651984 2 121 "GO:0007162" "negative regulation of cell adhesion" 0.479999319915455
-1189 0.000118166644884164 2 125 "GO:0007163" "establishment or maintenance of cell polarity" 0.00494103891219181
-443 7.97089737150237e-05 2 1022 "GO:0007166" "cell surface receptor signaling pathway" 0.00392317605003632
-668 0.000255352179332686 3 365 "GO:0007167" "enzyme linked receptor protein signaling pathway" 0.00907172216050332
-650 0.00199425921678018 2 273 "GO:0007169" "transmembrane receptor protein tyrosine kinase signaling pathway" 0.0358284212900622
-1233 0.0925666487425889 2 22 "GO:0007173" "epidermal growth factor receptor signaling pathway" 0.34847098031266
-756 0.486876905110355 2 10 "GO:0007176" "regulation of epidermal growth factor-activated receptor activity" 0.77188271292304
-364 0.38730309317129 2 67 "GO:0007178" "transmembrane receptor protein serine/threonine kinase signaling pathway" 0.703687866220517
6 0.99219521044073 6 35 "GO:0007179" "transforming growth factor beta receptor signaling pathway" 0.998279324508094
-1784 0.203359832733706 2 6 "GO:0007182" "common-partner SMAD protein phosphorylation" 0.519111404466105
-2010 0.0980688951884109 5 8 "GO:0007185" "transmembrane receptor protein tyrosine phosphatase signaling pathway" 0.360603525109137
-1315 2.10752139629829e-12 4 347 "GO:0007186" "G protein-coupled receptor signaling pathway" 1.1064487330566e-09
-1446 1.33999152618159e-07 2 159 "GO:0007188;GO:0007187" "G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger" 1.9785812378775e-05
-1731 2.68924496853136e-08 4 123 "GO:0007189;GO:0019933" "cAMP-mediated signaling" 5.14181549634321e-06
-1881 0.0484912051498276 2 13 "GO:0007190" "activation of adenylate cyclase activity" 0.242604196095592
1186 0.397694195985726 2 6 "GO:0007191" "adenylate cyclase-activating dopamine receptor signaling pathway" 0.70856149171665
-2048 0.00352642303319775 2 24 "GO:0007193" "adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway" 0.0514270025674672
-716 0.329041906080677 3 22 "GO:0007194;GO:0031280;GO:0051350" "negative regulation of lyase activity" 0.650239651288665
-851 0.337522191790728 2 15 "GO:0007200" "phospholipase C-activating G protein-coupled receptor signaling pathway" 0.657104390692703
-960 0.000596309102267793 3 153 "GO:0007204;GO:0051480" "regulation of cytosolic calcium ion concentration" 0.0168906812388755
-312 0.700094325377424 2 18 "GO:0007205" "protein kinase C-activating G protein-coupled receptor signaling pathway" 0.889040510543797
577 0.544672831834021 2 13 "GO:0007212" "dopamine receptor signaling pathway" 0.805502075247496
-1337 0.160730343838856 2 13 "GO:0007213" "G protein-coupled acetylcholine receptor signaling pathway" 0.464495947791189
-1598 0.00971157066474609 2 31 "GO:0007214" "gamma-aminobutyric acid signaling pathway" 0.101296184085928
-1665 0.0202538819265765 5 23 "GO:0007215" "glutamate receptor signaling pathway" 0.153119347364918
-1013 0.27032945826008 2 14 "GO:0007216" "G protein-coupled glutamate receptor signaling pathway" 0.593003723446164
-1716 0.00951592957863644 2 27 "GO:0007218" "neuropeptide signaling pathway" 0.100153981799622
-535 0.1225701140138 4 99 "GO:0007219" "Notch signaling pathway" 0.404917957077023
729 0.52478731282704 2 9 "GO:0007220" "Notch receptor processing" 0.791444852378133
-265 0.85012878469724 2 6 "GO:0007221" "positive regulation of transcription of Notch receptor target" 0.953069675313919
-1021 0.50632990984828 2 5 "GO:0007223" "Wnt signaling pathway, calcium modulating pathway" 0.780114654074276
197 0.69163532962211 3 48 "GO:0007224" "smoothened signaling pathway" 0.885723117080435
315 0.583324152333179 4 36 "GO:0007229" "integrin-mediated signaling pathway" 0.83218798906228
1464 0.0269636447078606 2 27 "GO:0007249" "I-kappaB kinase/NF-kappaB signaling" 0.178940365943208
1068 0.062433587428849 6 36 "GO:0007250" "activation of NF-kappaB-inducing kinase activity" 0.279821162312804
284 0.704842919752911 5 21 "GO:0007254" "JNK cascade" 0.891087626758294
-226 0.774797109125086 7 19 "GO:0007257" "activation of JUN kinase activity" 0.917293909824413
315 0.822092237095731 6 6 "GO:0007259;GO:0097696" "receptor signaling pathway via JAK-STAT" 0.941897628583251
-479 0.67576778658244 2 9 "GO:0007263;GO:0038060" "nitric oxide mediated signal transduction" 0.879615094105242
254 0.303668349722206 2 196 "GO:0007264" "small GTPase mediated signal transduction" 0.627386511778497
335 0.243153601460908 3 145 "GO:0007265" "Ras protein signal transduction" 0.563830465295776
-580 0.280212557812827 2 41 "GO:0007266" "Rho protein signal transduction" 0.603735881705401
-943 1.96787528287961e-06 2 308 "GO:0007267;GO:0023052" "signaling" 0.000178811744453965
-895 0.000101527054724972 5 227 "GO:0007268;GO:0098916;GO:0099537;GO:0099536" "trans-synaptic signaling" 0.0045821734424091
-391 0.471907893911308 3 40 "GO:0007269" "neurotransmitter secretion" 0.760492769007821
1706 0.223831358064152 3 6 "GO:0007270" "neuron-neuron synaptic transmission" 0.544594833600988
-1947 0.0016225365830446 3 31 "GO:0007271" "synaptic transmission, cholinergic" 0.0299472084175224
-463 0.509408817250558 2 24 "GO:0007274" "neuromuscular synaptic transmission" 0.782750133824028
-236 0.147579111130771 2 464 "GO:0007275" "multicellular organism development" 0.444713839344957
-318 0.0978150297467689 2 329 "GO:0007276;GO:0048609" "multicellular organismal reproductive process" 0.360603525109137
698 0.649546182947378 2 5 "GO:0007279" "pole cell formation" 0.86722399390403
330 0.317381683151651 2 109 "GO:0007281" "germ cell development" 0.640593102473965
-178 0.436737535765175 3 231 "GO:0007283;GO:0048232" "male gamete generation" 0.734633270377519
414 0.4304471688255 2 43 "GO:0007286" "spermatid development" 0.728824190612325
350 0.6835836036163 5 16 "GO:0007288" "sperm axoneme assembly" 0.884428402816817
-1396 0.363497757162778 2 5 "GO:0007289" "spermatid nucleus differentiation" 0.685285342642056
-166 0.732665234272812 3 50 "GO:0007292" "female gamete generation" 0.902477423795916
-382 0.785310341901965 3 6 "GO:0007293;GO:0008587" "germarium-derived egg chamber formation" 0.922420714645983
-1572 0.0524245953401901 2 18 "GO:0007298;GO:0007297" "ovarian follicle cell migration" 0.253643042215355
-1036 0.460126364030066 3 6 "GO:0007314;GO:0007309" "oocyte axis specification" 0.752543118740762
-399 0.426850403131336 3 47 "GO:0007338" "single fertilization" 0.727585914428414
2660 0.0285852927678679 3 8 "GO:0007339;GO:0035036" "sperm-egg recognition" 0.18401295412558
-1978 0.158559150960974 2 6 "GO:0007340" "acrosome reaction" 0.460757680375524
2029 0.186592272948731 3 5 "GO:0007344;GO:0000741" "pronuclear fusion" 0.497161891337623
254 0.16693621620127 5 359 "GO:0007346" "regulation of mitotic cell cycle" 0.470909624806568
128 0.9109968667587 3 9 "GO:0007349" "cellularization" 0.974096761137462
-3576 0.00324700820174748 4 8 "GO:0007367;GO:0007365" "periodic partitioning" 0.0483978351837755
-205 0.607301308057444 3 75 "GO:0007368;GO:0009855;GO:0009799" "determination of left/right symmetry" 0.845462192272075
-368 0.487738254441516 2 42 "GO:0007369" "gastrulation" 0.77250277651211
-394 0.797493066955605 2 5 "GO:0007379" "segment specification" 0.928350390903581
-616 0.00347900086942362 2 272 "GO:0007389" "pattern specification process" 0.0508925049784105
123 0.860542372303266 2 24 "GO:0007391;GO:0016331" "morphogenesis of embryonic epithelium" 0.957469560107932
-593 0.0280605832028711 4 164 "GO:0007399" "nervous system development" 0.182374491930627
-2004 0.0291617863938508 4 14 "GO:0007405" "neuroblast proliferation" 0.185440119786842
-997 0.00966213916315568 7 80 "GO:0007409" "axonogenesis" 0.101003556517501
-522 0.0562129987412255 3 160 "GO:0007411;GO:0097485" "neuron projection guidance" 0.263498431599495
567 0.662587100127107 3 7 "GO:0007412" "axon target recognition" 0.871825131746193
