"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
174 0.909776364237674 3 5 "GO:0016191;GO:0072318;GO:0072319" "clathrin coat disassembly" 0.980942068770205
52 0.653744240996195 2 945 "GO:0016192" "vesicle-mediated transport" 0.893239031524329
128 0.653178419986828 2 146 "GO:0016197" "endosomal transport" 0.893239031524329
1871 0.0414015004119338 2 14 "GO:0016199;GO:0016198" "axon midline choice point recognition" 0.317159575559413
-912 0.273315401819402 2 17 "GO:0016202;GO:0048634;GO:1901861" "regulation of muscle organ development" 0.660398611525439
174 0.9099831292986 2 5 "GO:0016203" "muscle attachment" 0.980942068770205
813 0.256358090911553 4 23 "GO:0016226;GO:0031163" "iron-sulfur cluster assembly" 0.644829257110912
118 0.917540547409414 2 9 "GO:0016233" "telomere capping" 0.981662783191047
810 0.0891199453228272 2 52 "GO:0016236" "macroautophagy" 0.436189812282366
-609 0.173527161011261 4 59 "GO:0016239" "positive regulation of macroautophagy" 0.564142290302772
-690 0.0544800543148257 4 92 "GO:0016241" "regulation of macroautophagy" 0.358032234312829
-877 0.184420034164046 4 27 "GO:0016242" "negative regulation of macroautophagy" 0.574200052621248
-19 0.990219833839727 8 5 "GO:0016246" "RNA interference" 0.997554214389718
1734 0.215883510324898 5 6 "GO:0016255" "attachment of GPI anchor to protein" 0.609242598988533
-283 0.692155311165537 3 23 "GO:0016266" "O-glycan processing" 0.90984932032244
-386 0.0133299613569063 5 504 "GO:0016310;GO:0006468" "phosphorylation" 0.192693355761762
-293 0.336873288104003 5 128 "GO:0016311" "dephosphorylation" 0.720869186449806
-1649 0.174117401318376 2 8 "GO:0016319" "mushroom body development" 0.565086399432807
627 0.628949497277716 2 7 "GO:0016321" "female meiosis chromosome segregation" 0.882006115449476
-950 0.283637813200565 2 15 "GO:0016322" "neuron remodeling" 0.672863677399798
-569 0.684474111564654 4 6 "GO:0016333" "morphogenesis of follicular epithelium" 0.905037517584929
-1998 0.192844884632466 3 5 "GO:0016336;GO:0045571" "establishment or maintenance of polarity of larval imaginal disc epithelium" 0.585372973705802
-1418 0.0717840009554786 2 19 "GO:0016339" "calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules" 0.401385178463797
1005 0.473326610406784 3 6 "GO:0016340" "calcium-dependent cell-matrix adhesion" 0.807246765945442
584 0.414314736809477 3 23 "GO:0016358" "dendrite development" 0.767259652444418
643 0.2614794204076 3 36 "GO:0016445;GO:0002200" "somatic diversification of immune receptors" 0.647805670999332
1348 0.173498099328314 3 12 "GO:0016446;GO:0002566" "somatic diversification of immune receptors via somatic mutation" 0.564142290302772
150 0.817374621367492 3 28 "GO:0016447;GO:0002562;GO:0016444" "somatic diversification of immune receptors via germline recombination within a single locus" 0.955126581572827
434 0.777295537261468 4 5 "GO:0016476" "regulation of embryonic cell shape" 0.939232107524274
-466 0.00113639568373042 3 604 "GO:0016477;GO:0048870;GO:0040011" "locomotion" 0.0497383555277194
566 0.686224113253661 2 6 "GO:0016479" "negative regulation of transcription by RNA polymerase I" 0.905964323902639
-401 0.178835738392147 2 134 "GO:0016482" "cytosolic transport" 0.568999066186549
389 0.125095090013843 2 186 "GO:0016485;GO:0051604" "protein maturation" 0.501358069643513
-277 0.59746549363594 4 43 "GO:0016486;GO:0140448" "peptide hormone processing" 0.868581859095834
288 0.574125286952753 3 45 "GO:0016525;GO:2000181;GO:1901343" "negative regulation of angiogenesis" 0.859914521997992
-292 0.742042856721571 2 15 "GO:0016540" "protein autoprocessing" 0.928437422901764
677 0.323989893965412 7 25 "GO:0016556" "mRNA modification" 0.710437700346835
731 0.379739130911672 5 17 "GO:0016558;GO:0015919" "peroxisomal membrane transport" 0.742974698600775
844 0.54672610288287 2 6 "GO:0016559" "peroxisome fission" 0.846541027242526
224 0.0989471417406494 2 677 "GO:0016567;GO:0032446;GO:0070647" "protein modification by small protein conjugation or removal" 0.458102976501518
432 0.0611718552172325 2 225 "GO:0016570;GO:0016569" "covalent chromatin modification" 0.371216043133057
293 0.559485221803348 4 47 "GO:0016571" "histone methylation" 0.852107876854865
532 0.510721011509561 2 18 "GO:0016572" "histone phosphorylation" 0.827990173318693
537 0.197937059918788 4 68 "GO:0016573;GO:0018393;GO:0006475;GO:0018394" "internal protein amino acid acetylation" 0.588953798268211
125 0.823030588990258 2 38 "GO:0016574" "histone ubiquitination" 0.956650875981984
1447 0.0390217829966821 4 24 "GO:0016575;GO:0006476" "protein deacetylation" 0.313535669237739
-815 0.342275837162267 4 16 "GO:0016578" "histone deubiquitination" 0.72358270585677
693 0.0195586074206469 7 135 "GO:0016579;GO:0070646" "protein modification by small protein removal" 0.230023483157619
-1310 0.139405552401121 7 15 "GO:0016601" "Rac protein signal transduction" 0.517244934222998
1402 0.0751192245663409 8 19 "GO:0016925" "protein sumoylation" 0.407361635491916
3175 0.0234227469970364 3 6 "GO:0016973" "poly(A)+ mRNA export from nucleus" 0.248807472033688
-504 0.533066200508673 2 18 "GO:0017000;GO:0016999" "antibiotic metabolic process" 0.839779076711731
1655 0.0947570831348878 2 12 "GO:0017004" "cytochrome complex assembly" 0.452741287549875
247 0.859911732466702 2 6 "GO:0017014" "protein nitrosylation" 0.967155272286098
390 0.375223337609382 6 61 "GO:0017015;GO:1903844" "regulation of transforming growth factor beta receptor signaling pathway" 0.742921252127078
888 0.0120008120270772 4 95 "GO:0017038" "protein import" 0.184181293675305
-767 0.305717913949879 8 21 "GO:0017121" "plasma membrane phospholipid scrambling" 0.696609376181217
422 0.448558977798717 3 38 "GO:0017144" "drug metabolic process" 0.790581017171713
-318 0.663911281118527 2 22 "GO:0017145" "stem cell division" 0.895891700213325
-312 0.319486214345079 4 121 "GO:0017148;GO:0034249" "negative regulation of cellular amide metabolic process" 0.70827415078015
-1164 0.0393155259911845 2 37 "GO:0017156" "calcium-ion regulated exocytosis" 0.313535669237739
-363 0.23424701956703 2 128 "GO:0017157" "regulation of exocytosis" 0.624879041474803
-1084 0.0698422790520765 3 33 "GO:0017158" "regulation of calcium ion-dependent exocytosis" 0.396331876445577
2394 0.0649125316563015 7 7 "GO:0017185" "peptidyl-lysine hydroxylation" 0.381839988770141
-105 0.84737343683715 2 40 "GO:0018022" "peptidyl-lysine methylation" 0.964724045262333
17 0.983184331414033 2 18 "GO:0018023" "peptidyl-lysine trimethylation" 0.994654703586845
-905 0.42904266188558 2 9 "GO:0018026" "peptidyl-lysine monomethylation" 0.77716042632789
-1137 0.380773414748872 2 7 "GO:0018027" "peptidyl-lysine dimethylation" 0.743799104388792
-421 0.671021546634808 2 12 "GO:0018095" "protein polyglutamylation" 0.898051769802587
181 0.573867834572014 3 115 "GO:0018105;GO:0018209" "peptidyl-serine modification" 0.859801753423858
-87 0.859384596347837 7 49 "GO:0018107;GO:0018210" "peptidyl-threonine modification" 0.967155272286098
1239 0.0445243182695797 4 31 "GO:0018126" "protein hydroxylation" 0.326998658730471
344 0.010633989096794 4 688 "GO:0018130;GO:0019438;GO:1901362;GO:0034654" "organic cyclic compound biosynthetic process" 0.173334022277742
-733 0.499574441897412 6 10 "GO:0018149" "peptide cross-linking" 0.821959062599745
-374 0.789590147494263 6 6 "GO:0018158" "protein oxidation" 0.942918933932827
408 0.0124551742853912 6 458 "GO:0018193" "peptidyl-amino acid modification" 0.186906694752521
1687 0.0886654354464077 2 12 "GO:0018195" "peptidyl-arginine modification" 0.436177719238858
-890 0.368987862910495 2 12 "GO:0018198" "peptidyl-cysteine modification" 0.736495333198847
428 0.525572198565908 2 26 "GO:0018200" "peptidyl-glutamic acid modification" 0.834326539377995
616 0.0309977789447977 7 146 "GO:0018205" "peptidyl-lysine modification" 0.279630727236753
-365 0.811790534811551 2 5 "GO:0018206" "peptidyl-methionine modification" 0.953611793751044
964 0.0657260629581114 2 43 "GO:0018208" "peptidyl-proline modification" 0.384766345200462
-643 0.173160714312845 2 53 "GO:0018212;GO:0018108" "peptidyl-tyrosine modification" 0.564038233551292
-1041 0.390837290424244 2 8 "GO:0018230;GO:0018231" "peptidyl-L-cysteine S-palmitoylation" 0.750742835446382
686 0.596918396461915 4 7 "GO:0018242" "protein O-linked glycosylation via serine" 0.868462068351946
33 0.980038997253939 7 7 "GO:0018243" "protein O-linked glycosylation via threonine" 0.993277088340345
889 0.235530160011445 2 21 "GO:0018279;GO:0018196" "peptidyl-asparagine modification" 0.625102790007363
-1028 0.113200005100695 2 28 "GO:0018298" "protein-chromophore linkage" 0.480031575931622
1165 0.368910407424537 3 7 "GO:0018342;GO:0097354" "prenylation" 0.736495333198847
869 0.571072463199732 2 5 "GO:0018344" "protein geranylgeranylation" 0.85846257638668
-53 0.95371548021603 7 14 "GO:0018345" "protein palmitoylation" 0.987861255501341
229 0.832836427626246 2 10 "GO:0018410" "C-terminal protein amino acid modification" 0.960850552294207
-529 0.188714496063578 3 73 "GO:0018958" "phenol-containing compound metabolic process" 0.580386091667231
-1095 0.475494435290373 3 5 "GO:0018996" "molting cycle, collagen and cuticulin-based cuticle" 0.808587240180277
821 0.558031024423547 2 6 "GO:0019058" "viral life cycle" 0.852107876854865
-654 0.527254702688389 4 11 "GO:0019079" "viral genome replication" 0.835792414355471
-1013 0.118452501636155 2 28 "GO:0019098;GO:0007617" "reproductive behavior" 0.489017445619305
2143 0.0984033836998472 5 7 "GO:0019100;GO:0007542;GO:0018992;GO:0007538" "germ-line sex determination" 0.45750427170512
-408 0.153502558158253 3 146 "GO:0019216" "regulation of lipid metabolic process" 0.537884797934812
-887 0.164066244360355 2 29 "GO:0019217" "regulation of fatty acid metabolic process" 0.552435105455903
-192 0.72111114475657 4 41 "GO:0019218" "regulation of steroid metabolic process" 0.920152283610352
-128 0.306296284743623 3 800 "GO:0019220;GO:0051174;GO:0001932;GO:0042325" "regulation of phosphate metabolic process" 0.69733606646506
627 0.0821912852787433 5 91 "GO:0019221" "cytokine-mediated signaling pathway" 0.422761921123634
-2041 0.000143281490510932 3 41 "GO:0019228" "neuronal action potential" 0.0127790868989656
-819 0.105873764374333 3 46 "GO:0019233" "sensory perception of pain" 0.469920454645514
1718 0.18529455008678 4 7 "GO:0019262;GO:0006054" "N-acetylneuraminate metabolic process" 0.575221731503674
382 0.196157318155392 4 136 "GO:0019318;GO:0005996" "monosaccharide metabolic process" 0.58738331859083
1024 0.17188433761806 3 21 "GO:0019320;GO:0046365" "monosaccharide catabolic process" 0.562649438559891
-29 0.973622300082714 2 15 "GO:0019321" "pentose metabolic process" 0.991593228382656
-226 0.843482921778416 2 9 "GO:0019344" "cysteine biosynthetic process" 0.963675070437003
1463 0.124209140041149 2 13 "GO:0019359;GO:0019363;GO:0009435" "pyridine nucleotide biosynthetic process" 0.500969799466307
427 0.518063050145268 2 27 "GO:0019369" "arachidonic acid metabolic process" 0.830038148267972
-9 0.991814038700745 2 17 "GO:0019370" "leukotriene biosynthetic process" 0.997554214389718
269 0.795104844305987 2 11 "GO:0019372" "lipoxygenase pathway" 0.945776330234214
1921 0.0633814515679314 6 11 "GO:0019388;GO:0006012" "galactose metabolic process" 0.37876627251784
-763 0.359174287837312 3 17 "GO:0019432;GO:0046463;GO:0046460" "triglyceride biosynthetic process" 0.734596795283268
-2529 0.0511608085983532 3 7 "GO:0019433" "triglyceride catabolic process" 0.344696376318199
251 0.198910783540681 2 317 "GO:0019439;GO:0044270;GO:0046700;GO:1901361" "organic cyclic compound catabolic process" 0.589382181632421
396 0.760129800688327 4 7 "GO:0019441" "tryptophan catabolic process to kynurenine" 0.932724644892063
1024 0.464775849058298 7 6 "GO:0019474;GO:0019477;GO:0006554;GO:0046440" "L-lysine catabolic process" 0.80153062331214
3025 0.0486735845962198 2 5 "GO:0019482" "beta-alanine metabolic process" 0.340859310201972
1662 0.170776810256519 2 8 "GO:0019509;GO:0019284" "L-methionine salvage from methylthioadenosine" 0.560988173789135
376 0.62468291393815 7 20 "GO:0019511;GO:0018401" "peptidyl-proline hydroxylation" 0.879538413043766
-325 0.802347320937831 5 7 "GO:0019518" "L-threonine catabolic process to glycine" 0.948852291353204
1409 0.314585971642648 2 6 "GO:0019541" "propionate metabolic process" 0.704401128207051
3115 0.0102375423872235 2 8 "GO:0019563;GO:0019405" "alditol catabolic process" 0.171944881895565
2286 0.136192526046035 2 5 "GO:0019626" "short-chain fatty acid catabolic process" 0.512767880086184
2911 0.0577962320588295 2 5 "GO:0019634" "organic phosphonate metabolic process" 0.365733318530237
98 0.512113565033523 3 548 "GO:0019637" "organophosphate metabolic process" 0.828317455938406
1466 0.226753708494699 4 8 "GO:0019673" "GDP-mannose metabolic process" 0.617246349970248
2377 0.0500447108990561 2 8 "GO:0019674" "NAD metabolic process" 0.344339662910973
199 0.877974867060497 2 7 "GO:0019695" "choline metabolic process" 0.973765179867426
-671 0.0673699333744364 2 88 "GO:0019722" "calcium-mediated signaling" 0.388453968941035
-244 0.121644965715081 2 494 "GO:0019725" "cellular homeostasis" 0.497001399546803
1426 0.168168930952308 2 11 "GO:0019730" "antimicrobial humoral response" 0.557066949272292
817 0.528609741027874 4 7 "GO:0019731" "antibacterial humoral response" 0.836171400896811
421 0.438512073045773 2 40 "GO:0019748" "secondary metabolic process" 0.782205818852198
-357 0.335779755149921 2 86 "GO:0019751" "polyol metabolic process" 0.719180291161612
438 0.00112112995362831 2 693 "GO:0019752;GO:0043436;GO:0006082" "organic acid metabolic process" 0.0495287971102899
323 0.485453646892579 2 55 "GO:0019827;GO:0098727" "stem cell population maintenance" 0.81660191792768
2509 0.0207606379004598 2 10 "GO:0019835" "cytolysis" 0.236080273587865
42 0.963219663257664 5 14 "GO:0019852" "L-ascorbic acid metabolic process" 0.989401836076685
749 0.536869666684758 2 8 "GO:0019853" "L-ascorbic acid biosynthetic process" 0.839779076711731
980 0.450111130481691 2 7 "GO:0019856;GO:0006207" "pyrimidine nucleobase biosynthetic process" 0.791971531240006
518 0.328857246617812 2 42 "GO:0019882" "antigen processing and presentation" 0.71293543090863
422 0.592317778327967 2 19 "GO:0019886;GO:0002495;GO:0002504" "antigen processing and presentation of peptide antigen via MHC class II" 0.866301404132519
-2663 0.0573026658946139 6 6 "GO:0019896" "axonal transport of mitochondrion" 0.364562182616204
-778 0.24778561357852 2 26 "GO:0019915" "lipid storage" 0.635964083110483
2926 0.0366890372849555 3 6 "GO:0019919;GO:0035247" "peptidyl-arginine omega-N-methylation" 0.305332885996452
-934 2.39109478702245e-05 5 246 "GO:0019932" "second-messenger-mediated signaling" 0.0035919042595511
-1330 0.0239881769812081 7 34 "GO:0019934" "cGMP-mediated signaling" 0.250313714327088
-1018 0.000242892757296231 2 155 "GO:0019935" "cyclic-nucleotide-mediated signaling" 0.0185186139312788
1483 0.333833950896176 2 5 "GO:0019953" "sexual reproduction" 0.717940439438682
0 0.999757942333836 2 28 "GO:0019985;GO:0006301" "postreplication repair" 0.999757942333836
-240 0.853182013917917 4 7 "GO:0019991" "septate junction assembly" 0.966037823560346
-128 0.848729234867244 2 26 "GO:0021510" "spinal cord development" 0.964937496835739
-37 0.980961219524856 2 5 "GO:0021514" "ventral spinal cord interneuron differentiation" 0.99364246058709
-153 0.834544526205669 2 22 "GO:0021515" "cell differentiation in spinal cord" 0.960924031950006
-1290 0.175419126883866 2 13 "GO:0021522" "spinal cord motor neuron differentiation" 0.565847222015393
-729 0.524035899563667 3 9 "GO:0021532" "neural tube patterning" 0.834192993113022
-776 0.474493684846229 4 10 "GO:0021533" "cell differentiation in hindbrain" 0.80797249577382
-1071 0.444523743715727 2 6 "GO:0021537" "telencephalon development" 0.78652168868863
33 0.979951081789924 2 7 "GO:0021540" "corpus callosum morphogenesis" 0.993277088340345
-4408 0.00165125288469619 2 6 "GO:0021545" "cranial nerve development" 0.0624437790876711
-418 0.512657941404934 2 29 "GO:0021549" "cerebellum development" 0.828317455938406
282 0.657967521751521 3 29 "GO:0021591" "ventricular system development" 0.894201120275669
-1746 0.0914594549219648 3 11 "GO:0021604;GO:0048532" "anatomical structure arrangement" 0.444325635576699
-1508 0.325680748648527 2 5 "GO:0021633" "optic nerve structural organization" 0.712563162421818
18 0.987948385530153 2 8 "GO:0021670" "lateral ventricle development" 0.997220088516631
-111 0.900319700969357 2 15 "GO:0021675" "nerve development" 0.979625757988429
1019 0.432072222460702 2 7 "GO:0021682" "nerve maturation" 0.779467509297545
-463 0.740907496230003 2 6 "GO:0021702" "cerebellar Purkinje cell differentiation" 0.927262307301886
2054 0.0725381474993084 2 9 "GO:0021756" "striatum development" 0.402783164914213
-3034 0.0480362931116639 2 5 "GO:0021759" "globus pallidus development" 0.339041465460427
-320 0.805331831015119 2 7 "GO:0021762" "substantia nigra development" 0.949556093520631
-411 0.788815739714828 2 5 "GO:0021764" "amygdala development" 0.942789380943614
372 0.516130169849006 2 36 "GO:0021766" "hippocampus development" 0.829563860209538
-317 0.781884740996891 2 9 "GO:0021772" "olfactory bulb development" 0.941168619987854
895 0.11799515836921 2 36 "GO:0021782" "glial cell development" 0.487747341529994
1027 0.280820193774049 4 13 "GO:0021795" "cerebral cortex cell migration" 0.669071096759037
240 0.853268464824784 2 7 "GO:0021854" "hypothalamus development" 0.966037823560346
146 0.898586813841166 6 9 "GO:0021861;GO:0060019" "radial glial cell differentiation" 0.979625757988429
-163 0.899920791411468 2 7 "GO:0021869" "forebrain ventricular zone progenitor cell division" 0.979625757988429
1809 0.196538457462916 2 6 "GO:0021879" "forebrain neuron differentiation" 0.587998283814686
-2676 0.0274269918356722 6 8 "GO:0021884" "forebrain neuron development" 0.263510956112241
1287 0.321098266368069 2 7 "GO:0021904" "dorsal/ventral neural tube patterning" 0.70827415078015
-325 0.486811771482944 2 54 "GO:0021915" "neural tube development" 0.816740009767799
-1553 0.231094591791417 3 7 "GO:0021942;GO:0021932;GO:0021535" "cell migration in hindbrain" 0.62279597229078
-616 0.590323185738248 4 9 "GO:0021943" "formation of radial glial scaffolds" 0.865806165199985
-577 0.577338040905007 6 11 "GO:0021952" "central nervous system projection neuron axonogenesis" 0.861179210905007
-447 0.367105884291044 5 48 "GO:0021953" "central nervous system neuron differentiation" 0.736495333198847
-1416 0.0889833014830382 2 17 "GO:0021954" "central nervous system neuron development" 0.436189812282366
227 0.798173163318418 3 15 "GO:0021955" "central nervous system neuron axonogenesis" 0.947742914595871
-1447 0.232995119209984 3 8 "GO:0021983" "pituitary gland development" 0.624069047853667
-221 0.618030628347427 2 60 "GO:0021987" "cerebral cortex development" 0.875991238440266
-1453 0.299701316314891 2 6 "GO:0021999;GO:0060897;GO:0060896" "neural plate anterior/posterior regionalization" 0.690393821744878
-268 0.41432061020473 2 110 "GO:0022008" "neurogenesis" 0.767259652444418
1927 0.0296454443973784 5 15 "GO:0022010;GO:0032291;GO:0019227;GO:0098870" "neuronal action potential propagation" 0.274234864317823
1957 0.00366915705004979 2 26 "GO:0022011;GO:0032292" "myelination in peripheral nervous system" 0.102627842459085
-217 0.877150893087462 3 6 "GO:0022027" "interkinetic nuclear migration" 0.973765179867426
669 0.339923609519697 2 24 "GO:0022029;GO:0021885" "telencephalon cell migration" 0.722939145072116
484 0.000527553393289248 2 638 "GO:0022402" "cell cycle process" 0.0304115230497351
-113 0.812843725959759 2 52 "GO:0022405;GO:0022404" "molting cycle process" 0.954069811220811
-7 0.97835886870952 2 169 "GO:0022407" "regulation of cell-cell adhesion" 0.99277491392186
94 0.812738696711572 3 75 "GO:0022408" "negative regulation of cell-cell adhesion" 0.954069811220811
108 0.768203150996634 3 88 "GO:0022409" "positive regulation of cell-cell adhesion" 0.934876957414442
291 0.263562974612197 4 176 "GO:0022411" "cellular component disassembly" 0.649902024513227
218 0.332839479002856 2 236 "GO:0022412" "cellular process involved in reproduction in multicellular organism" 0.716453650840847
106 0.390694617745838 1 827 "GO:0022414" "reproductive process" 0.750742835446382
-261 0.864871295934642 3 5 "GO:0022416" "chaeta development" 0.969008441783136
-621 0.278075410818429 2 36 "GO:0022600" "digestive system process" 0.664770809689909
175 0.865503357027302 2 11 "GO:0022602" "ovulation cycle process" 0.969179892035902
-109 0.468191315208828 2 545 "GO:0022603" "regulation of anatomical structure morphogenesis" 0.803317730305673
292 0.260843872528805 2 177 "GO:0022604" "regulation of cell morphogenesis" 0.647660808412844
-248 0.717792387145659 2 25 "GO:0022612" "gland morphogenesis" 0.919336861772458
471 0.245825524777686 2 72 "GO:0022613;GO:0044085" "cellular component biogenesis" 0.63496974156408
954 0.203078721216193 2 21 "GO:0022616" "DNA strand elongation" 0.595135223303747
-745 0.298312559335509 2 23 "GO:0022617" "extracellular matrix disassembly" 0.689473435136884
605 0.0254099467583188 2 163 "GO:0022618;GO:0071826" "ribonucleoprotein complex subunit organization" 0.255752054715332
505 0.313870816722296 2 47 "GO:0022904;GO:0022900" "electron transport chain" 0.704361127954093
2529 0.0993713821731096 2 5 "GO:0023019" "signal transduction involved in regulation of gene expression" 0.458827983706259
-765 0.459503142075913 2 11 "GO:0023041" "neuronal signal transduction" 0.796286588831378
-728 0.0223925646022498 2 117 "GO:0023061" "signal release" 0.242819933738347
-1207 4.58830183569676e-14 2 479 "GO:0030001;GO:0006812" "cation transport" 2.16889027773386e-10
1676 0.231417441477617 2 6 "GO:0030002" "cellular anion homeostasis" 0.623310681404385
-685 2.48977794369391e-05 2 464 "GO:0030003;GO:0055080;GO:0098771;GO:0050801;GO:0006873;GO:0055082" "ion homeostasis" 0.0035919042595511
-1472 9.75453591357032e-05 2 83 "GO:0030004;GO:0055067" "monovalent inorganic cation homeostasis" 0.0090411159340092
-879 0.0441738265356293 2 62 "GO:0030010" "establishment of cell polarity" 0.326099778817436
-1293 0.0922033114394818 3 20 "GO:0030011" "maintenance of cell polarity" 0.445554019580309
-300 0.172115736864312 2 249 "GO:0030029;GO:0030036" "actin filament-based process" 0.562649438559891
614 0.488627194335379 2 15 "GO:0030032;GO:0097581" "lamellipodium organization" 0.816740009767799
2316 0.0740975766782932 2 7 "GO:0030033;GO:0032528" "microvillus organization" 0.406008952017582
711 0.354025823442461 7 20 "GO:0030041" "actin filament polymerization" 0.73168636427916
314 0.795991442988478 4 8 "GO:0030042" "actin filament depolymerization" 0.946484580679353
-832 0.164324429552711 3 33 "GO:0030048" "actin filament-based movement" 0.552435105455903
-714 0.510772021450668 2 10 "GO:0030049;GO:0033275" "muscle filament sliding" 0.827990173318693
601 0.434002515281372 5 20 "GO:0030072" "peptide hormone secretion" 0.780346097274646
307 0.747282298445608 2 13 "GO:0030073" "insulin secretion" 0.930068418440058
908 0.0616556417308675 2 50 "GO:0030097" "hemopoiesis" 0.371420756961062
-141 0.718516504621192 2 77 "GO:0030098;GO:1903131" "mononuclear cell differentiation" 0.919336861772458
-787 0.0867339881254973 4 56 "GO:0030099" "myeloid cell differentiation" 0.432024828102451
-3 0.994033776870753 2 95 "GO:0030100" "regulation of endocytosis" 0.998594770447137
-650 0.448529921990407 3 16 "GO:0030104" "water homeostasis" 0.790581017171713
-446 0.0422260199661171 2 249 "GO:0030111" "regulation of Wnt signaling pathway" 0.321939348999735
-1000 0.059321346248608 4 42 "GO:0030148" "sphingolipid biosynthetic process" 0.369659409507897
2344 0.0308052868612611 3 10 "GO:0030150" "protein import into mitochondrial matrix" 0.278891093487641
-178 0.110184521883012 2 1035 "GO:0030154" "cell differentiation" 0.47827569783379
-410 0.0276623027025062 4 350 "GO:0030155" "regulation of cell adhesion" 0.264351900079649
219 0.256726827965855 3 324 "GO:0030162" "regulation of proteolysis" 0.644829257110912
524 0.0039736952729029 2 367 "GO:0030163" "protein catabolic process" 0.106725327017114
-347 0.533869659682918 2 38 "GO:0030166;GO:0006029;GO:0009101" "proteoglycan metabolic process" 0.839779076711731
-1632 0.00814690687443714 2 31 "GO:0030168" "platelet activation" 0.153571770737461
2084 0.0100044136492366 3 18 "GO:0030174" "regulation of DNA-dependent DNA replication initiation" 0.17153322742262
-679 0.0756945226940058 3 81 "GO:0030177" "positive regulation of Wnt signaling pathway" 0.408456631021193
-513 0.0595682012952095 2 161 "GO:0030182" "neuron differentiation" 0.369659409507897
367 0.521395614896633 3 36 "GO:0030183" "B cell differentiation" 0.833340046563044
2482 0.0764624082282588 3 6 "GO:0030194;GO:0050820;GO:1900048" "positive regulation of coagulation" 0.411192040608623
1139 0.0647911113960919 4 31 "GO:0030195;GO:0030193;GO:0050819;GO:0061045;GO:1900047;GO:0050818;GO:1900046" "regulation of coagulation" 0.381839988770141
47 0.857924231924391 2 174 "GO:0030198;GO:0043062" "extracellular structure organization" 0.967155272286098
50 0.916446395837797 3 53 "GO:0030199" "collagen fibril organization" 0.981066991556061
-178 0.845866930582395 5 14 "GO:0030201;GO:0015012" "heparan sulfate proteoglycan metabolic process" 0.964724045262333
-1087 0.47856495782416 3 5 "GO:0030202" "heparin metabolic process" 0.81052545884443
-482 0.225501590957659 3 75 "GO:0030203;GO:0006022" "aminoglycan metabolic process" 0.617135044539852
89 0.900780349262344 5 23 "GO:0030204" "chondroitin sulfate metabolic process" 0.979625757988429
347 0.685566110178026 4 16 "GO:0030206" "chondroitin sulfate biosynthetic process" 0.905721353496794
-3290 0.0188315836677637 7 6 "GO:0030212" "hyaluronan metabolic process" 0.22593120811553
235 0.80498021641207 6 13 "GO:0030216" "keratinocyte differentiation" 0.949556093520631
-423 0.473245825154459 3 34 "GO:0030217" "T cell differentiation" 0.807246765945442
-647 0.451154165223011 2 16 "GO:0030218" "erythrocyte differentiation" 0.791971531240006
-3703 0.0158167644473051 2 5 "GO:0030220" "platelet formation" 0.20699328536653
-1551 0.201049821437014 6 8 "GO:0030225" "macrophage differentiation" 0.591389238290458
1751 0.0658527555951463 3 13 "GO:0030238;GO:0007530" "sex determination" 0.38477870914494
-759 0.259713198925894 2 26 "GO:0030239" "myofibril assembly" 0.647502263355855
-124 0.92395675638617 2 7 "GO:0030242" "autophagy of peroxisome" 0.983459488276835
54 0.860419581608391 2 126 "GO:0030258" "lipid modification" 0.967155272286098
368 0.537738534981609 5 33 "GO:0030261;GO:0006323" "chromosome condensation" 0.839779076711731
-1206 0.266395876409748 3 10 "GO:0030277" "maintenance of gastrointestinal epithelium" 0.653139682463111
-276 0.480881554073041 4 77 "GO:0030278" "regulation of ossification" 0.812992527218621
-1280 0.0624090412394874 5 25 "GO:0030279" "negative regulation of ossification" 0.374850747063605
-1138 0.15977634520088 2 18 "GO:0030282" "bone mineralization" 0.547913260692896
-1336 0.0165258747709634 3 38 "GO:0030301;GO:0015918" "sterol transport" 0.210846248994749
273 0.435797810010362 2 97 "GO:0030307" "positive regulation of cell growth" 0.780997338562765
-337 0.381118467298899 2 80 "GO:0030308" "negative regulation of cell growth" 0.743826174616802
-243 0.806211440486486 3 12 "GO:0030316" "osteoclast differentiation" 0.949890697701799
495 0.374598524893698 2 38 "GO:0030317;GO:0097722" "sperm motility" 0.742921252127078
-145 0.893432586840305 4 10 "GO:0030318;GO:0050931" "pigment cell differentiation" 0.979466632831944
-2008 0.064238522187397 2 10 "GO:0030322" "stabilization of membrane potential" 0.381476751733449
264 0.730654938814972 2 20 "GO:0030323" "respiratory tube development" 0.923661779159242
94 0.856132803226954 2 44 "GO:0030324" "lung development" 0.966779684867131
862 0.477615605344937 2 8 "GO:0030325" "adrenal gland development" 0.810078567084864
-475 0.419937136996386 2 34 "GO:0030330" "DNA damage response, signal transduction by p53 class mediator" 0.771567659875489
-4 0.988420527685695 3 130 "GO:0030336;GO:2000146;GO:0040013;GO:0051271" "negative regulation of locomotion" 0.997220088516631
-374 0.78977347967721 2 6 "GO:0030388" "fructose 1,6-bisphosphate metabolic process" 0.942918933932827
1567 0.307288137602437 2 5 "GO:0030397" "membrane disassembly" 0.69733606646506
-265 0.773088769367079 2 14 "GO:0030422" "production of siRNA involved in RNA interference" 0.936313468280165
